DRAW,DRAW_L,LINE_HW,LINE_P,LINE_T,PHOTO,PHOTO_L,TEXT,TEXT_HW,TEXT_P,TEXT_T,FILE,PAGE,PHOTO,DRAW,LINE,TEXT
0.04504504504504504,0.04804804804804805,0.15615615615615616,0.11411411411411411,0.12012012012012012,0.057057057057057055,0.11711711711711711,0.009009009009009009,0.042042042042042045,0.015015015015015015,0.27627627627627627,CTX199706756,17,0.174,0.093,0.39,0.342
0.06306306306306306,0.06906906906906907,0.06484212497575527,0.09309309309309309,0.14837108823745795,0.17717717717717718,0.003003003003003003,0.26126126126126126,0.042042042042042045,0.04804804804804805,0.03003003003003003,MTX202300556,23,0.18,0.132,0.306,0.381
0.02702702702702703,0.12612612612612611,0.15315315315315314,0.015015015015015015,0.21621621621621623,0.04504504504504504,0.03003003003003003,0.012012012012012012,0.15015015015015015,0.036036036036036036,0.1891891891891892,CTX199706756,65,0.075,0.153,0.384,0.387
0.06006006006006006,0.13813813813813813,0.08108108108108109,0.02702702702702703,0.24024024024024024,0.07807807807807808,0.018018018018018018,0.042042042042042045,0.06906906906906907,0.1111111111111111,0.13513513513513514,MTX202210033,29,0.096,0.198,0.348,0.357
0.04504504504504504,0.03303303303303303,0.16216216216216217,0.10810810810810811,0.12012012012012012,0.042042042042042045,0.1111111111111111,0.006006006006006006,0.06606606606606606,0.012012012012012012,0.29429429429429427,CTX199706756,19,0.153,0.078,0.39,0.378
0.18618618618618618,0.09009009009009009,0.042042042042042045,0.024024024024024024,0.25225225225225223,0.09009009009009009,0.003003003003003003,0.0990990990990991,0.05105105105105105,0.03003003003003003,0.13213213213213212,P043_00001_041,3,0.093,0.276,0.318,0.312
0.21621621621621623,0.042042042042042045,0.042042042042042045,0.006006006006006006,0.21921921921921922,0.036036036036036036,0.0,0.3933933933933934,0.021021021021021023,0.003003003003003003,0.021021021021021023,MTX202210023f,55,0.036,0.258,0.267,0.438
0.06006006006006006,0.04804804804804805,0.16816816816816818,0.042042042042042045,0.17417417417417416,0.07507507507507508,0.02702702702702703,0.05405405405405406,0.12012012012012012,0.10510510510510511,0.12612612612612611,CTX199706756,74,0.102,0.108,0.384,0.405
0.07807807807807808,0.08108108108108109,0.20643860643860643,0.012012012012012012,0.20196980196980197,0.06906906906906907,0.003003003003003003,0.03903903903903904,0.06306306306306306,0.12912912912912913,0.11711711711711711,CTX194604301,27,0.072,0.159,0.42,0.348
0.03003003003003003,0.05405405405405406,0.14414414414414414,0.0960960960960961,0.13213213213213212,0.024024024024024024,0.13213213213213212,0.024024024024024024,0.08108108108108109,0.018018018018018018,0.26426426426426425,CTX201603571,120,0.156,0.084,0.372,0.387
0.042042042042042045,0.05105105105105105,0.15915915915915915,0.06006006006006006,0.12612612612612611,0.024024024024024024,0.12012012012012012,0.021021021021021023,0.06606606606606606,0.021021021021021023,0.30930930930930933,CTX201603571,127,0.144,0.093,0.345,0.417
0.08408408408408409,0.33933933933933935,0.0990990990990991,0.006006006006006006,0.2042042042042042,0.03003003003003003,0.003003003003003003,0.05405405405405406,0.015015015015015015,0.012012012012012012,0.15315315315315314,MTX201891306,2,0.033,0.423,0.309,0.234
0.042042042042042045,0.09309309309309309,0.2484806484806485,0.03303303303303303,0.1329007329007329,0.05105105105105105,0.057057057057057055,0.02702702702702703,0.13513513513513514,0.05105105105105105,0.12912912912912913,CTX199400067D,12,0.108,0.135,0.414,0.342
0.06606606606606606,0.4174174174174174,0.06306306306306306,0.006006006006006006,0.18618618618618618,0.042042042042042045,0.003003003003003003,0.036036036036036036,0.012012012012012012,0.015015015015015015,0.15315315315315314,P043_00001_004,10,0.045,0.483,0.255,0.216
0.04504504504504504,0.05405405405405406,0.24210487027680194,0.03903903903903904,0.13213213213213212,0.08408408408408409,0.04504504504504504,0.036036036036036036,0.12726449909256746,0.06006006006006006,0.13513513513513514,CTX199706756,77,0.129,0.099,0.413,0.358
0.19519519519519518,0.057057057057057055,0.05105105105105105,0.012012012012012012,0.23723723723723725,0.042042042042042045,0.003003003003003003,0.3153153153153153,0.021021021021021023,0.012012012012012012,0.05405405405405406,MTX202210023f,56,0.045,0.252,0.3,0.402
0.06906906906906907,0.11711711711711711,0.2484806484806485,0.03903903903903904,0.15392175392175392,0.07507507507507508,0.04804804804804805,0.02702702702702703,0.07507507507507508,0.03903903903903904,0.10810810810810811,CTX199400067B,46,0.123,0.186,0.441,0.249
0.03303303303303303,0.11711711711711711,0.025501912643448258,0.07507507507507508,0.3618854747439391,0.15315315315315314,0.006006006006006006,0.07507507507507508,0.04804804804804805,0.06006006006006006,0.04504504504504504,CTX199400067B,48,0.159,0.15,0.462,0.228
0.0960960960960961,0.12612612612612611,0.06484212497575527,0.024024024024024024,0.1904131302795,0.11711711711711711,0.015015015015015015,0.03903903903903904,0.07807807807807808,0.11411411411411411,0.13513513513513514,MTX201891306,1,0.132,0.222,0.279,0.366
0.09309309309309309,0.11711711711711711,0.06906906906906907,0.006006006006006006,0.1921921921921922,0.08108108108108109,0.0,0.057057057057057055,0.042042042042042045,0.2072072072072072,0.13513513513513514,CTX198702238A,23,0.081,0.21,0.267,0.441
0.05105105105105105,0.07807807807807808,0.17340557340557342,0.03003003003003003,0.17494277494277494,0.07207207207207207,0.03903903903903904,0.036036036036036036,0.12012012012012012,0.08108108108108109,0.14414414414414414,CTX199706756,79,0.111,0.129,0.378,0.381
0.042042042042042045,0.06006006006006006,0.14114114114114115,0.0990990990990991,0.10810810810810811,0.042042042042042045,0.12012012012012012,0.021021021021021023,0.06306306306306306,0.018018018018018018,0.2852852852852853,CTX201603571,123,0.162,0.102,0.348,0.387
0.08108108108108109,0.12912912912912913,0.1463785463785464,0.015015015015015015,0.18395178395178396,0.08708708708708708,0.009009009009009009,0.04804804804804805,0.05405405405405406,0.12612612612612611,0.12012012012012012,CTX198702238A,24,0.096,0.21,0.345,0.348
0.08108108108108109,0.06306306306306306,0.06250286984231938,0.02702702702702703,0.2167764094369599,0.10810810810810811,0.015015015015015015,0.12312312312312312,0.04804804804804805,0.042042042042042045,0.2132132132132132,CTX193102237,9,0.123,0.144,0.306,0.426
0.03903903903903904,0.06606606606606606,0.23910186727379895,0.03003003003003003,0.16216216216216217,0.06006006006006006,0.06306306306306306,0.036036036036036036,0.13627350810157646,0.06306306306306306,0.10510510510510511,CTX199400067D,11,0.123,0.105,0.431,0.34
0.07507507507507508,0.06606606606606606,0.10453983948599915,0.06006006006006006,0.18975445480829514,0.16216216216216217,0.012012012012012012,0.1111111111111111,0.07207207207207207,0.04804804804804805,0.0990990990990991,CTX195600870,14,0.174,0.141,0.354,0.33
0.03303303303303303,0.03303303303303303,0.13213213213213212,0.15015015015015015,0.12612612612612611,0.02702702702702703,0.1891891891891892,0.012012012012012012,0.06906906906906907,0.012012012012012012,0.21621621621621623,CTX200502635,14,0.216,0.066,0.408,0.309
0.09009009009009009,0.10810810810810811,0.0740626544416835,0.03903903903903904,0.19921061883158978,0.14714714714714713,0.006006006006006006,0.07207207207207207,0.06306306306306306,0.0960960960960961,0.10510510510510511,CTX195600870,13,0.153,0.198,0.312,0.336
0.03903903903903904,0.024024024024024024,0.14714714714714713,0.12012012012012012,0.11411411411411411,0.02702702702702703,0.18618618618618618,0.012012012012012012,0.036036036036036036,0.018018018018018018,0.27627627627627627,CTX200502635,13,0.213,0.063,0.381,0.342
0.06306306306306306,0.12912912912912913,0.12012012012012012,0.015015015015015015,0.22522522522522523,0.04504504504504504,0.03003003003003003,0.057057057057057055,0.07807807807807808,0.03903903903903904,0.1981981981981982,CTX199400067B,10,0.075,0.192,0.36,0.372
0.06306306306306306,0.12312312312312312,0.06906906906906907,0.03003003003003003,0.21921921921921922,0.08408408408408409,0.018018018018018018,0.04504504504504504,0.06006006006006006,0.14114114114114115,0.14714714714714713,MTX202210033,16,0.102,0.186,0.318,0.393
0.042042042042042045,0.036036036036036036,0.1891891891891892,0.10510510510510511,0.11711711711711711,0.04804804804804805,0.0960960960960961,0.012012012012012012,0.05405405405405406,0.015015015015015015,0.2852852852852853,CTX199706756,21,0.144,0.078,0.411,0.366
0.02702702702702703,0.12012012012012012,0.18618618618618618,0.012012012012012012,0.2072072072072072,0.036036036036036036,0.03003003003003003,0.018018018018018018,0.13213213213213212,0.02702702702702703,0.2042042042042042,CTX199706756,68,0.066,0.147,0.405,0.381
0.021021021021021023,0.09309309309309309,0.2552552552552553,0.012012012012012012,0.13813813813813813,0.03903903903903904,0.06306306306306306,0.021021021021021023,0.15015015015015015,0.03903903903903904,0.16816816816816818,CTX194604301,32,0.102,0.114,0.405,0.378
0.024024024024024024,0.12012012012012012,0.18618618618618618,0.015015015015015015,0.2072072072072072,0.03903903903903904,0.03303303303303303,0.012012012012012012,0.12912912912912913,0.03003003003003003,0.2042042042042042,CTX199706756,66,0.072,0.144,0.408,0.375
0.03003003003003003,0.09009009009009009,0.2544866544866545,0.02702702702702703,0.1389067389067389,0.05105105105105105,0.06906906906906907,0.02702702702702703,0.12612612612612611,0.042042042042042045,0.14414414414414414,CTX199400067D,10,0.12,0.12,0.42,0.339
0.06006006006006006,0.08108108108108109,0.06250286984231938,0.02702702702702703,0.2077674004279509,0.09009009009009009,0.009009009009009009,0.10810810810810811,0.05405405405405406,0.05105105105105105,0.24924924924924924,CTX193102237,6,0.099,0.141,0.297,0.462
0.14714714714714713,0.15615615615615616,0.06306306306306306,0.012012012012012012,0.24024024024024024,0.08108108108108109,0.0,0.16816816816816818,0.018018018018018018,0.06006006006006006,0.05405405405405406,P043_00001_009,2,0.081,0.303,0.315,0.3
0.02702702702702703,0.05105105105105105,0.17417417417417416,0.08408408408408409,0.12612612612612611,0.018018018018018018,0.12912912912912913,0.021021021021021023,0.07807807807807808,0.021021021021021023,0.2702702702702703,CTX201603571,117,0.147,0.078,0.384,0.39
0.02702702702702703,0.0960960960960961,0.26055896151742797,0.03003003003003003,0.12312312312312312,0.04504504504504504,0.06906906906906907,0.018018018018018018,0.1088104078519414,0.03003003003003003,0.1921921921921922,CTX198702238A,22,0.114,0.123,0.414,0.349
0.05405405405405406,0.13213213213213212,0.12853553437844661,0.021021021021021023,0.1957887899458777,0.08108108108108109,0.021021021021021023,0.036036036036036036,0.08708708708708708,0.0960960960960961,0.14714714714714713,CTX199400067B,47,0.102,0.186,0.345,0.366
0.26126126126126126,0.04504504504504504,0.042042042042042045,0.009009009009009009,0.1981981981981982,0.036036036036036036,0.0,0.3333333333333333,0.018018018018018018,0.012012012012012012,0.04504504504504504,MTX202210023f,57,0.036,0.306,0.249,0.408
0.3663663663663664,0.06006006006006006,0.024024024024024024,0.015015015015015015,0.2222222222222222,0.03003003003003003,0.0,0.23723723723723725,0.003003003003003003,0.009009009009009009,0.03303303303303303,CTX194004617,1,0.03,0.426,0.261,0.282
0.05105105105105105,0.057057057057057055,0.22408685225878391,0.03903903903903904,0.15315315315315314,0.07507507507507508,0.03903903903903904,0.04504504504504504,0.11825549008355844,0.08408408408408409,0.11411411411411411,CTX199706756,76,0.114,0.108,0.416,0.361
0.024024024024024024,0.12912912912912913,0.16816816816816818,0.015015015015015015,0.23723723723723725,0.04504504504504504,0.02702702702702703,0.009009009009009009,0.12612612612612611,0.024024024024024024,0.19519519519519518,CTX199706756,67,0.072,0.153,0.42,0.354
0.07207207207207207,0.07807807807807808,0.08064038376788978,0.06906906906906907,0.21965991653241052,0.15315315315315314,0.003003003003003003,0.16216216216216217,0.06006006006006006,0.04504504504504504,0.057057057057057055,P043_00002_014,11,0.156,0.15,0.369,0.324
0.05405405405405406,0.08108108108108109,0.12612612612612611,0.15915915915915915,0.06606606606606606,0.03003003003003003,0.08708708708708708,0.012012012012012012,0.09009009009009009,0.009009009009009009,0.2852852852852853,CTX201603571,141,0.117,0.135,0.351,0.396
0.03003003003003003,0.12012012012012012,0.1613935613935614,0.018018018018018018,0.17193977193977195,0.03303303303303303,0.02702702702702703,0.03303303303303303,0.16816816816816818,0.03903903903903904,0.1981981981981982,CTX194604301,33,0.06,0.15,0.351,0.438
0.0990990990990991,0.042042042042042045,0.042537363423439375,0.015015015015015015,0.14364882276274682,0.08708708708708708,0.006006006006006006,0.4804804804804805,0.036036036036036036,0.006006006006006006,0.042042042042042045,MTX202300556,26,0.093,0.141,0.201,0.565
0.03903903903903904,0.12312312312312312,0.16816816816816818,0.012012012012012012,0.1891891891891892,0.04504504504504504,0.042042042042042045,0.042042042042042045,0.1111111111111111,0.042042042042042045,0.18618618618618618,CTX199400067A,69,0.087,0.162,0.369,0.381
0.07207207207207207,0.10510510510510511,0.06784512797875827,0.03303303303303303,0.24747018733655707,0.08108108108108109,0.021021021021021023,0.04804804804804805,0.06606606606606606,0.12612612612612611,0.13213213213213212,MTX202210033,22,0.102,0.177,0.348,0.372
0.042042042042042045,0.03903903903903904,0.18018018018018017,0.10510510510510511,0.12012012012012012,0.057057057057057055,0.0990990990990991,0.006006006006006006,0.06006006006006006,0.015015015015015015,0.27627627627627627,CTX199706756,20,0.156,0.081,0.405,0.357
0.057057057057057055,0.10810810810810811,0.12912912912912913,0.021021021021021023,0.23123123123123124,0.05105105105105105,0.03303303303303303,0.04504504504504504,0.09309309309309309,0.04504504504504504,0.18618618618618618,CTX199400067B,11,0.084,0.165,0.381,0.369
0.06306306306306306,0.11411411411411411,0.06606606606606606,0.03303303303303303,0.24624624624624625,0.07807807807807808,0.021021021021021023,0.06606606606606606,0.03903903903903904,0.13213213213213212,0.14114114114114115,MTX202210033,17,0.099,0.177,0.345,0.378
0.07207207207207207,0.08708708708708708,0.0770656574446865,0.02702702702702703,0.24125266087363184,0.16216216216216217,0.006006006006006006,0.09309309309309309,0.042042042042042045,0.05105105105105105,0.14114114114114115,CTX195600870,12,0.168,0.159,0.345,0.327
0.04504504504504504,0.03303303303303303,0.17717717717717718,0.10510510510510511,0.1021021021021021,0.042042042042042045,0.15315315315315314,0.018018018018018018,0.036036036036036036,0.018018018018018018,0.2702702702702703,CTX200502635,12,0.195,0.078,0.384,0.342
0.07507507507507508,0.1021021021021021,0.053250040968519576,0.018018018018018018,0.24404725632877775,0.13813813813813813,0.006006006006006006,0.08708708708708708,0.06006006006006006,0.06606606606606606,0.15015015015015015,CTX194300428,1,0.144,0.177,0.315,0.363
0.06306306306306306,0.07807807807807808,0.09130895878203861,0.06006006006006006,0.2029853355122557,0.15915915915915915,0.021021021021021023,0.06906906906906907,0.07807807807807808,0.06006006006006006,0.11711711711711711,CTX195600870,15,0.18,0.141,0.354,0.324
0.04504504504504504,0.042042042042042045,0.13813813813813813,0.15915915915915915,0.12612612612612611,0.024024024024024024,0.16516516516516516,0.012012012012012012,0.07507507507507508,0.009009009009009009,0.2042042042042042,CTX200502635,15,0.189,0.087,0.423,0.3
