PHOTO,DRAW,LINE,TEXT,FILE,PAGE
0.1021021021021021,0.33633633633633636,0.27927927927927926,0.2822822822822823,P043_00001_041,2
0.16816816816816818,0.27627627627627627,0.22822822822822822,0.32732732732732733,CTX194604301,30
0.14714714714714713,0.24324324324324326,0.2912912912912913,0.3183183183183183,CTX199706756,64
0.15615615615615616,0.15915915915915915,0.2852852852852853,0.3993993993993994,CTX201603571,142
0.16516516516516516,0.15915915915915915,0.36036036036036034,0.3153153153153153,CTX199706756,18
0.10810810810810811,0.2822822822822823,0.3213213213213213,0.2882882882882883,MTX202210033,26
0.1921921921921922,0.15615615615615616,0.34234234234234234,0.30930930930930933,CTX199706756,16
0.15015015015015015,0.15315315315315314,0.22522522522522523,0.47147147147147145,MTX202300556,25
0.10510510510510511,0.2972972972972973,0.3183183183183183,0.27927927927927926,MTX202210033,21
0.09309309309309309,0.35735735735735735,0.21921921921921922,0.3303303303303303,MTX197001050,8
0.17117117117117117,0.21921921921921922,0.37537537537537535,0.23423423423423423,MTX202210018,24
0.16216216216216217,0.22822822822822822,0.3813813813813814,0.22822822822822822,MTX202210018,23
0.3183183183183183,0.18018018018018017,0.25225225225225223,0.24924924924924924,CTX195600870,11
0.15315315315315314,0.24324324324324326,0.25825825825825827,0.34534534534534533,CTX193102237,5
0.08108108108108109,0.33633633633633636,0.2702702702702703,0.3123123123123123,P043_00001_009,1
0.2702702702702703,0.21621621621621623,0.24024024024024024,0.2732732732732733,CTX199706756,75
0.04504504504504504,0.35135135135135137,0.30930930930930933,0.29429429429429427,MTX202210023f,54
0.2882882882882883,0.21921921921921922,0.23123123123123124,0.26126126126126126,CTX195600870,10
0.06006006006006006,0.36036036036036034,0.22822822822822822,0.35135135135135137,MTX197001050,7
0.25225225225225223,0.15315315315315314,0.2672672672672673,0.32732732732732733,MTX202300556,18
0.1831831831831832,0.2042042042042042,0.39039039039039036,0.2222222222222222,MTX202210018,25
0.12612612612612611,0.1831831831831832,0.24924924924924924,0.44144144144144143,MTX202300556,16
0.12312312312312312,0.32432432432432434,0.1921921921921922,0.36036036036036034,MTX197001050,9
0.23123123123123124,0.13513513513513514,0.2732732732732733,0.36036036036036034,MTX202300556,24
0.2132132132132132,0.13813813813813813,0.36936936936936937,0.27927927927927926,CTX199706756,17
0.25825825825825827,0.14714714714714713,0.2702702702702703,0.32432432432432434,MTX202300556,23
0.12312312312312312,0.26126126126126126,0.25225225225225223,0.3633633633633634,CTX199706756,65
0.12012012012012012,0.3003003003003003,0.2822822822822823,0.2972972972972973,MTX202210033,29
0.16216216216216217,0.12912912912912913,0.3963963963963964,0.3123123123123123,CTX199706756,19
0.09309309309309309,0.36036036036036034,0.2732732732732733,0.2732732732732733,P043_00001_041,3
0.03903903903903904,0.35135135135135137,0.2822822822822823,0.32732732732732733,MTX202210023f,55
0.25825825825825827,0.19519519519519518,0.24924924924924924,0.2972972972972973,CTX199706756,74
0.0960960960960961,0.27627627627627627,0.4444444444444444,0.1831831831831832,CTX194604301,27
0.17417417417417416,0.12012012012012012,0.33633633633633636,0.36936936936936937,CTX201603571,120
0.18618618618618618,0.15015015015015015,0.27927927927927926,0.3843843843843844,CTX201603571,127
0.09309309309309309,0.44144144144144143,0.19519519519519518,0.2702702702702703,MTX201891306,2
0.23723723723723725,0.22522522522522523,0.3063063063063063,0.23123123123123124,CTX199400067D,12
0.10510510510510511,0.42342342342342343,0.1921921921921922,0.27927927927927926,P043_00001_004,10
0.24024024024024024,0.2042042042042042,0.2912912912912913,0.26426426426426425,CTX199706756,77
0.05105105105105105,0.36936936936936937,0.3333333333333333,0.24624624624624625,MTX202210023f,56
0.24024024024024024,0.24024024024024024,0.32432432432432434,0.19519519519519518,CTX199400067B,46
0.25825825825825827,0.18018018018018017,0.33933933933933935,0.2222222222222222,CTX199400067B,48
0.17117117117117117,0.3003003003003003,0.2912912912912913,0.23723723723723725,MTX201891306,1
0.14714714714714713,0.3633633633633634,0.15915915915915915,0.3303303303303303,CTX198702238A,23
0.2042042042042042,0.24324324324324326,0.24924924924924924,0.3033033033033033,CTX199706756,79
0.17417417417417416,0.15915915915915915,0.3003003003003003,0.3663663663663664,CTX201603571,123
0.1021021021021021,0.37537537537537535,0.21921921921921922,0.3033033033033033,CTX198702238A,24
0.14714714714714713,0.2552552552552553,0.2852852852852853,0.3123123123123123,CTX193102237,9
0.24924924924924924,0.2072072072072072,0.3063063063063063,0.23723723723723725,CTX199400067D,11
0.2912912912912913,0.14714714714714713,0.3123123123123123,0.24924924924924924,CTX195600870,14
0.23123123123123124,0.09309309309309309,0.33933933933933935,0.33633633633633636,CTX200502635,14
0.25225225225225223,0.2222222222222222,0.27627627627627627,0.24924924924924924,CTX195600870,13
0.21621621621621623,0.12912912912912913,0.3153153153153153,0.33933933933933935,CTX200502635,13
0.15315315315315314,0.27627627627627627,0.24624624624624625,0.32432432432432434,CTX199400067B,10
0.1111111111111111,0.3033033033033033,0.2882882882882883,0.2972972972972973,MTX202210033,16
0.16516516516516516,0.11711711711711711,0.4024024024024024,0.3153153153153153,CTX199706756,21
0.15915915915915915,0.25825825825825827,0.2732732732732733,0.30930930930930933,CTX199706756,68
0.22822822822822822,0.22822822822822822,0.3003003003003003,0.24324324324324326,CTX194604301,32
0.15015015015015015,0.21921921921921922,0.2852852852852853,0.34534534534534533,CTX199706756,66
0.24924924924924924,0.24024024024024024,0.3003003003003003,0.21021021021021022,CTX199400067D,10
0.15915915915915915,0.23423423423423423,0.24024024024024024,0.3663663663663664,CTX193102237,6
0.09009009009009009,0.33933933933933935,0.24024024024024024,0.3303303303303303,P043_00001_009,2
0.17717717717717718,0.13813813813813813,0.3153153153153153,0.36936936936936937,CTX201603571,117
0.21021021021021022,0.24624624624624625,0.25225225225225223,0.2912912912912913,CTX198702238A,22
0.26426426426426425,0.30930930930930933,0.18018018018018017,0.24624624624624625,CTX199400067B,47
0.042042042042042045,0.39039039039039036,0.2672672672672673,0.3003003003003003,MTX202210023f,57
0.06906906906906907,0.4294294294294294,0.2132132132132132,0.2882882882882883,CTX194004617,1
0.21921921921921922,0.21621621621621623,0.29429429429429427,0.2702702702702703,CTX199706756,76
0.14714714714714713,0.26426426426426425,0.2882882882882883,0.3003003003003003,CTX199706756,67
0.2042042042042042,0.24624624624624625,0.2822822822822823,0.2672672672672673,P043_00002_014,11
0.13513513513513514,0.14414414414414414,0.3213213213213213,0.3993993993993994,CTX201603571,141
0.16216216216216217,0.29429429429429427,0.21621621621621623,0.32732732732732733,CTX194604301,33
0.17717717717717718,0.15615615615615616,0.27927927927927926,0.38738738738738737,MTX202300556,26
0.14714714714714713,0.2732732732732733,0.26426426426426425,0.3153153153153153,CTX199400067A,69
0.1021021021021021,0.3033033033033033,0.30930930930930933,0.2852852852852853,MTX202210033,22
0.17417417417417416,0.13213213213213212,0.3663663663663664,0.32732732732732733,CTX199706756,20
0.14114114114114115,0.2552552552552553,0.26126126126126126,0.34234234234234234,CTX199400067B,11
0.10810810810810811,0.2882882882882883,0.2972972972972973,0.3063063063063063,MTX202210033,17
0.2882882882882883,0.21021021021021022,0.2732732732732733,0.22822822822822822,CTX195600870,12
0.21621621621621623,0.11711711711711711,0.3303303303303303,0.33633633633633636,CTX200502635,12
0.17717717717717718,0.2852852852852853,0.21621621621621623,0.3213213213213213,CTX194300428,1
0.27927927927927926,0.15615615615615616,0.2972972972972973,0.2672672672672673,CTX195600870,15
0.19519519519519518,0.09309309309309309,0.36036036036036034,0.35135135135135137,CTX200502635,15
